Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Size,Outlet_Location_Type,Outlet_Type,Outlet_Years
16.2,Regular,0.128682722,Frozen Foods,178.437,Small,Tier 2,Supermarket Type1,11
8.21,Low Fat,0.044888397,Dairy,87.3198,High,Tier 3,Supermarket Type1,26
14.65,Low Fat,0.172357491,Fruits and Vegetables,50.8692,Small,Tier 2,Supermarket Type1,6
17.35,Low Fat,0.014721579,Frozen Foods,73.1038,Small,Tier 2,Supermarket Type1,11
7.5,Non-Edible,0.096806008,Household,56.2588,Medium,Tier 3,Supermarket Type2,4
11.5,Low Fat,0.014921093,Starchy Foods,173.908,Medium,Tier 3,Supermarket Type2,4
16.7,Low Fat,0.022110425,Dairy,110.8886,Small,Tier 2,Supermarket Type1,11
11.8,Regular,0.07665661,Snack Foods,32.3558,High,Tier 3,Supermarket Type1,26
12.15,Regular,0.058663727,Fruits and Vegetables,164.1552,Medium,Tier 3,Supermarket Type2,4
17.7,Regular,0.122065518,Meat,103.3674,Medium,Tier 1,Supermarket Type1,14
15.35,Non-Edible,0.035292855,Household,124.573,Medium,Tier 3,Supermarket Type2,4
7.475,Non-Edible,0.075845634,Household,156.0656,Medium,Tier 1,Supermarket Type1,14
9.3,Non-Edible,0.044843161,Household,246.1802,Medium,Tier 3,Supermarket Type2,4
10.3,Low Fat,0.027292686,Fruits and Vegetables,101.2042,High,Tier 3,Supermarket Type1,26
6.695,Low Fat,0.033935576,Frozen Foods,219.4456,Small,Tier 1,Supermarket Type1,16
16.75,Regular,0.008525061,Meat,72.5038,Medium,Tier 3,Supermarket Type3,28
12.65,Low Fat,0.123531974,Meat,107.8938,Small,Tier 1,Supermarket Type1,16
5.26,Regular,0.02439015,Breads,95.9068,Medium,Tier 3,Supermarket Type3,28
12.85,Low Fat,0.033287541,Fruits and Vegetables,198.4768,Small,Tier 2,Supermarket Type1,11
16.7,Low Fat,0.070297175,Dairy,216.385,Small,Tier 2,Supermarket Type1,11
12.1,Low Fat,0.147663025,Fruits and Vegetables,106.028,Medium,Tier 3,Supermarket Type3,28
19.1,Low Fat,0.09688421,Fruits and Vegetables,233.5958,Medium,Tier 1,Supermarket Type1,14
11.8,Regular,0.077154417,Snack Foods,35.7558,Small,Tier 2,Supermarket Type1,6
6.59,Low Fat,0.10550944,Fruits and Vegetables,85.6908,High,Tier 3,Supermarket Type1,26
8.6,Non-Edible,0.090558833,Household,112.6176,Medium,Tier 3,Supermarket Type2,4
16.7,Regular,0.091437584,Starchy Foods,64.3168,Small,Tier 3,Grocery Store,15
7.02,Low Fat,0.08114883,Fruits and Vegetables,146.8734,Small,Tier 2,Supermarket Type1,9
10.5,Regular,0.026424424,Baking Goods,145.2128,Small,Tier 2,Supermarket Type1,11
15.35,Low Fat,0.074601506,Snack Foods,90.983,Small,Tier 2,Supermarket Type1,9
18.2,Non-Edible,0.058799705,Household,220.7456,Small,Tier 2,Supermarket Type1,6
10.895,Low Fat,0.027032204,Frozen Foods,106.328,Small,Tier 2,Supermarket Type1,6
21.1,Regular,0.16216286,Fruits and Vegetables,62.2168,Medium,Tier 3,Supermarket Type2,4
20.5,Low Fat,0.036346224,Frozen Foods,72.9696,Small,Tier 2,Supermarket Type1,9
15.5,Regular,0.044024163,Fruits and Vegetables,102.0332,Small,Tier 3,Grocery Store,15
6.425,Low Fat,0.093454899,Fruits and Vegetables,175.3712,Small,Tier 1,Supermarket Type1,16
14.6,Non-Edible,0.059671998500000004,Others,242.3538,Small,Tier 2,Supermarket Type1,9
15.85,Regular,0.110202066,Frozen Foods,39.7506,Medium,Tier 1,Supermarket Type1,14
8.27,Regular,0.128126825,Soft Drinks,183.2924,Small,Tier 2,Supermarket Type1,6
13.65,Regular,0.025961116,Snack Foods,80.4302,Medium,Tier 1,Supermarket Type1,14
16.75,Regular,0.014998914,Meat,72.4038,Small,Tier 1,Grocery Store,28
10.8,Non-Edible,0.041831008,Health and Hygiene,186.6214,High,Tier 3,Supermarket Type1,26
6.11,Regular,0.103340142,Fruits and Vegetables,131.2968,Medium,Tier 3,Supermarket Type2,4
13.65,Regular,0.012823829,Snack Foods,55.5588,Small,Tier 2,Supermarket Type1,6
12.3,Regular,0.058116758,Snack Foods,57.3562,High,Tier 3,Supermarket Type1,26
9.5,Regular,0.035151215,Fruits and Vegetables,171.8448,Small,Tier 1,Supermarket Type1,16
20.7,Regular,0.04745185,Dairy,214.6876,High,Tier 3,Supermarket Type1,26
17.5,Low Fat,0.052740763,Snack Foods,103.799,Small,Tier 2,Supermarket Type1,6
19.7,Low Fat,0.066935459,Snack Foods,177.537,Small,Tier 1,Supermarket Type1,16
11.6,Regular,0.009763021,Snack Foods,226.2404,Small,Tier 1,Supermarket Type1,16
9.285,Regular,0.021049215,Snack Foods,161.0578,Small,Tier 2,Supermarket Type1,11
10.6,Regular,0.033052168,Breakfast,49.7008,Small,Tier 1,Supermarket Type1,16
17.35,Regular,0.027653795,Canned,88.0856,Medium,Tier 1,Supermarket Type1,14
7.075,Low Fat,0.058437653,Dairy,143.0128,Medium,Tier 1,Supermarket Type1,14
17.0,Regular,0.026563851,Canned,141.247,Small,Tier 2,Supermarket Type1,9
7.105,Non-Edible,0.044591774,Household,59.6562,Medium,Tier 3,Supermarket Type3,28
14.1,Low Fat,0.089660816,Canned,140.0496,Small,Tier 2,Supermarket Type1,9
7.39,Non-Edible,0.092705683,Household,251.9066,High,Tier 3,Supermarket Type1,26
14.85,Regular,0.035456465,Fruits and Vegetables,162.2578,Small,Tier 2,Supermarket Type1,6
6.55,Regular,0.034800079,Breads,157.5288,Small,Tier 2,Supermarket Type1,6
6.44,Low Fat,0.132590283,Breads,98.17,Small,Tier 3,Grocery Store,15
8.895,Low Fat,0.026397141,Frozen Foods,207.8954,Small,Tier 2,Supermarket Type1,11
12.85,Low Fat,0.033172957,Snack Foods,172.0422,Small,Tier 2,Supermarket Type1,9
5.175,Low Fat,0.037391881,Canned,83.2224,Small,Tier 2,Supermarket Type1,9
11.5,Low Fat,0.171050595,Snack Foods,126.3704,Small,Tier 2,Supermarket Type1,9
20.25,Regular,0.018805105,Fruits and Vegetables,220.6772,Small,Tier 1,Supermarket Type1,16
15.1,Low Fat,0.055362033500000005,Fruits and Vegetables,216.4166,Small,Tier 2,Supermarket Type1,11
10.195,Low Fat,0.0514111,Breads,33.0558,Medium,Tier 3,Supermarket Type3,28
7.31,Low Fat,0.026830586,Snack Foods,108.057,Medium,Tier 1,Supermarket Type1,14
9.8,Low Fat,0.025960174,Snack Foods,214.885,Medium,Tier 3,Supermarket Type3,28
6.235,Non-Edible,0.118099673,Household,262.891,Medium,Tier 3,Supermarket Type3,28
8.26,Low Fat,0.057585723,Hard Drinks,113.7834,Small,Tier 3,Grocery Store,15
7.895,Regular,0.061124626,Breakfast,58.5588,High,Tier 3,Supermarket Type1,26
9.8,Regular,0.063805139,Fruits and Vegetables,117.3492,Small,Tier 2,Supermarket Type1,9
6.71,Regular,0.029535852,Baking Goods,67.5142,High,Tier 3,Supermarket Type1,26
7.02,Low Fat,0.049942926,Dairy,82.425,Medium,Tier 1,Supermarket Type1,14
16.75,Regular,0.0082064035,Canned,100.3674,Medium,Tier 3,Supermarket Type3,28
19.85,Low Fat,0.044489064,Dairy,89.4856,Small,Tier 2,Supermarket Type1,9
5.655,Low Fat,0.175047104,Soft Drinks,146.9102,Small,Tier 2,Supermarket Type1,9
9.8,Regular,0.045258247,Baking Goods,35.9874,Small,Tier 2,Supermarket Type1,9
9.5,Regular,0.022054553,Meat,195.4452,Small,Tier 2,Supermarket Type1,9
6.61,Regular,0.028871235,Snack Foods,188.7898,Medium,Tier 3,Supermarket Type3,28
8.155,Low Fat,0.119937231,Meat,189.153,Medium,Tier 3,Supermarket Type2,4
18.85,Low Fat,0.036241797,Meat,57.3562,Small,Tier 2,Supermarket Type1,6
10.195,Regular,0.017627888,Starchy Foods,239.6538,Small,Tier 2,Supermarket Type1,9
8.315,Regular,0.035627489,Baking Goods,146.6444,Medium,Tier 1,Supermarket Type1,14
7.68,Non-Edible,0.152429537,Health and Hygiene,85.5224,High,Tier 3,Supermarket Type1,26
9.395,Non-Edible,0.03976832,Others,83.9908,Medium,Tier 3,Supermarket Type3,28
19.0,Non-Edible,0.129309277,Household,188.8872,Small,Tier 2,Supermarket Type1,9
6.785,Regular,0.022970468,Snack Foods,211.0928,Small,Tier 2,Supermarket Type1,9
15.15,Regular,0.066551268,Frozen Foods,144.676,Small,Tier 2,Supermarket Type1,6
19.35,Low Fat,0.016705436,Frozen Foods,120.8098,Small,Tier 2,Supermarket Type1,6
6.59,Non-Edible,0.043828293,Household,121.4098,Small,Tier 3,Grocery Store,15
12.8,Non-Edible,0.091221855,Others,105.5938,Small,Tier 2,Supermarket Type1,11
15.35,Low Fat,0.01404119,Frozen Foods,38.419,Medium,Tier 1,Supermarket Type1,14
9.6,Low Fat,0.062294473,Snack Foods,242.417,Small,Tier 1,Grocery Store,28
6.03,Low Fat,0.022796178,Dairy,178.1028,Medium,Tier 3,Supermarket Type2,4
17.75,Non-Edible,0.097909084,Health and Hygiene,242.1196,Small,Tier 2,Supermarket Type1,11
17.35,Low Fat,0.014690394999999998,Frozen Foods,72.2038,Small,Tier 2,Supermarket Type1,6
9.695,Non-Edible,0.113939434,Health and Hygiene,160.2604,Small,Tier 1,Supermarket Type1,16
15.1,Low Fat,0.1736572165,Snack Foods,197.211,Small,Tier 3,Grocery Store,15
17.7,Low Fat,0.088305201,Dairy,182.3292,Small,Tier 2,Supermarket Type1,6
5.405,Regular,0.053730029,Canned,199.0742,Small,Tier 2,Supermarket Type1,11
8.63,Regular,0.032750291,Snack Foods,112.1518,Medium,Tier 3,Supermarket Type3,28
15.7,Regular,0.027594064,Canned,171.179,High,Tier 3,Supermarket Type1,26
7.145,Low Fat,0.017814518,Frozen Foods,159.8578,Medium,Tier 1,Supermarket Type1,14
12.15,Non-Edible,0.079755214,Health and Hygiene,36.6506,Medium,Tier 3,Supermarket Type2,4
7.285,Non-Edible,0.031327839,Household,174.6054,Small,Tier 2,Supermarket Type1,6
15.5,Regular,0.100277876,Fruits and Vegetables,196.8768,Medium,Tier 3,Supermarket Type3,28
17.0,Regular,0.026622757,Canned,144.247,Small,Tier 2,Supermarket Type1,11
20.7,Low Fat,0.169667145,Canned,183.5266,High,Tier 3,Supermarket Type1,26
6.75,Regular,0.108148913,Dairy,95.6752,High,Tier 3,Supermarket Type1,26
20.6,Low Fat,0.082935004,Baking Goods,119.5756,High,Tier 3,Supermarket Type1,26
18.5,Regular,0.045243613,Dairy,146.8102,Medium,Tier 3,Supermarket Type3,28
7.645,Regular,0.116793684,Snack Foods,41.0112,Small,Tier 1,Grocery Store,28
14.7,Low Fat,0.035016091,Hard Drinks,144.3128,Small,Tier 3,Grocery Store,15
19.35,Low Fat,0.03322326,Meat,172.0738,Medium,Tier 3,Supermarket Type2,4
14.3,Regular,0.065195229,Fruits and Vegetables,88.9856,Small,Tier 2,Supermarket Type1,9
7.68,Non-Edible,0.255348289,Health and Hygiene,84.4224,Small,Tier 3,Grocery Store,15
5.82,Regular,0.077475884,Fruits and Vegetables,255.333,Small,Tier 2,Supermarket Type1,11
8.235,Low Fat,0.08259502,Baking Goods,149.1076,Small,Tier 2,Supermarket Type1,11
6.905,Regular,0.037962696,Dairy,97.5726,Medium,Tier 3,Supermarket Type3,28
4.88,Regular,0.133382115,Baking Goods,55.0298,High,Tier 3,Supermarket Type1,26
18.2,Non-Edible,0.1630807195,Health and Hygiene,44.1086,Small,Tier 2,Supermarket Type1,11
16.7,Regular,0.052368061,Frozen Foods,112.7176,High,Tier 3,Supermarket Type1,26
17.5,Low Fat,0.026195131,Snack Foods,252.6356,Small,Tier 2,Supermarket Type1,11
20.25,Regular,0.133347119,Dairy,193.0794,Small,Tier 1,Grocery Store,28
9.395,Low Fat,0.278974075,Soft Drinks,225.372,Small,Tier 1,Grocery Store,28
9.195,Regular,0.204713036,Fruits and Vegetables,101.0016,Small,Tier 3,Grocery Store,15
20.7,Non-Edible,0.039467795,Household,151.7366,Small,Tier 2,Supermarket Type1,6
20.5,Low Fat,0.020605032,Fruits and Vegetables,90.883,Small,Tier 3,Grocery Store,15
7.52,Regular,0.044091657,Baking Goods,182.995,Medium,Tier 1,Supermarket Type1,14
7.59,Regular,0.145335007,Fruits and Vegetables,173.108,Small,Tier 2,Supermarket Type1,11
13.65,Regular,0.031508924,Canned,98.77,Small,Tier 2,Supermarket Type1,11
9.5,Regular,0.010907967,Snack Foods,182.3608,High,Tier 3,Supermarket Type1,26
8.365,Low Fat,0.071846495,Hard Drinks,37.9506,Small,Tier 1,Supermarket Type1,16
12.1,Low Fat,0.029827665,Soft Drinks,144.3444,Medium,Tier 1,Supermarket Type1,14
5.5,Non-Edible,0.04709821,Others,101.3016,Small,Tier 1,Supermarket Type1,16
12.35,Low Fat,0.026552056,Canned,56.2246,Medium,Tier 3,Supermarket Type3,28
7.945,Low Fat,0.01596609,Snack Foods,163.521,Small,Tier 2,Supermarket Type1,6
9.8,Non-Edible,0.090649107,Others,194.3478,Small,Tier 2,Supermarket Type1,11
19.25,Low Fat,0.102188428,Dairy,54.3956,Medium,Tier 3,Supermarket Type2,4
17.7,Low Fat,0.116542484,Snack Foods,182.6266,Small,Tier 1,Supermarket Type1,16
8.895,Non-Edible,0.124967595,Household,112.7544,Small,Tier 2,Supermarket Type1,11
14.85,Regular,0.019495051,Dairy,261.291,High,Tier 3,Supermarket Type1,26
19.6,Regular,0.041370245,Frozen Foods,46.2376,Medium,Tier 3,Supermarket Type3,28
10.195,Low Fat,0.112681821,Hard Drinks,114.086,Small,Tier 1,Supermarket Type1,16
7.5,Low Fat,0.054610829,Frozen Foods,237.1906,Small,Tier 3,Grocery Store,15
10.1,Regular,0.045950475,Snack Foods,38.2848,Small,Tier 2,Supermarket Type1,6
12.15,Regular,0.058516562,Fruits and Vegetables,164.1552,Medium,Tier 1,Supermarket Type1,14
15.15,Regular,0.012332667,Snack Foods,130.0284,Small,Tier 2,Supermarket Type1,6
17.0,Non-Edible,0.052209303,Health and Hygiene,122.373,Small,Tier 1,Supermarket Type1,16
12.1,Non-Edible,0.015359722,Household,163.7526,Medium,Tier 3,Supermarket Type3,28
7.075,Low Fat,0.022602061,Frozen Foods,98.0068,Medium,Tier 3,Supermarket Type2,4
13.15,Low Fat,0.022924552,Fruits and Vegetables,157.892,Small,Tier 2,Supermarket Type1,6
19.2,Non-Edible,0.077628053,Household,197.611,Medium,Tier 1,Supermarket Type1,14
5.655,Low Fat,0.175352413,Soft Drinks,147.5102,Small,Tier 1,Supermarket Type1,16
19.0,Regular,0.170382726,Frozen Foods,45.2718,Small,Tier 1,Grocery Store,28
9.8,Low Fat,0.047260402,Baking Goods,102.8016,Medium,Tier 1,Supermarket Type1,14
5.175,Non-Edible,0.030208465,Health and Hygiene,35.4874,Medium,Tier 3,Supermarket Type3,28
20.0,Regular,0.10399676,Canned,107.4622,High,Tier 3,Supermarket Type1,26
6.15,Low Fat,0.081014461,Baking Goods,98.8384,Small,Tier 1,Grocery Store,28
8.355,Low Fat,0.187939003,Canned,146.9418,Small,Tier 2,Supermarket Type1,11
13.8,Regular,0.064195136,Fruits and Vegetables,75.8012,Small,Tier 2,Supermarket Type1,9
9.8,Non-Edible,0.090448534,Others,194.5478,Small,Tier 2,Supermarket Type1,9
16.2,Regular,0.016679232,Frozen Foods,96.3726,Medium,Tier 1,Supermarket Type1,14
6.13,Low Fat,0.1024785315,Fruits and Vegetables,55.7298,Medium,Tier 3,Supermarket Type3,28
8.895,Low Fat,0.075757177,Hard Drinks,233.8616,Medium,Tier 3,Supermarket Type2,4
18.7,Low Fat,0.014622625,Soft Drinks,52.0324,Small,Tier 2,Supermarket Type1,11
15.85,Regular,0.121531501,Baking Goods,59.222,High,Tier 3,Supermarket Type1,26
9.065,Low Fat,0.115307979,Frozen Foods,97.0094,Small,Tier 2,Supermarket Type1,9
11.1,Non-Edible,0.033102681,Household,116.6124,Small,Tier 2,Supermarket Type1,9
13.8,Low Fat,0.01326146,Canned,108.0254,Small,Tier 2,Supermarket Type1,9
7.75,Regular,0.083268523,Frozen Foods,32.9558,Medium,Tier 3,Supermarket Type2,4
12.15,Non-Edible,0.006770252,Others,124.473,Medium,Tier 1,Supermarket Type1,14
21.25,Low Fat,0.019423232,Snack Foods,120.8756,Small,Tier 1,Supermarket Type1,16
13.8,Low Fat,0.097251621,Dairy,245.7802,Small,Tier 3,Grocery Store,15
9.195,Low Fat,0.101294945,Baking Goods,46.2744,Small,Tier 1,Supermarket Type1,16
6.55,Regular,0.03443677,Breads,156.5288,Medium,Tier 3,Supermarket Type3,28
16.0,Low Fat,0.057012606,Dairy,225.0404,High,Tier 3,Supermarket Type1,26
9.195,Regular,0.04731256,Frozen Foods,50.7666,Medium,Tier 3,Supermarket Type2,4
9.3,Low Fat,0.042758477,Fruits and Vegetables,88.4172,Medium,Tier 3,Supermarket Type3,28
10.895,Low Fat,0.064939211,Fruits and Vegetables,194.1794,Medium,Tier 3,Supermarket Type2,4
20.25,Non-Edible,0.058935522,Household,246.646,Small,Tier 1,Supermarket Type1,16
15.1,Regular,0.096491904,Meat,134.4942,Medium,Tier 3,Supermarket Type2,4
16.35,Non-Edible,0.013393537,Others,106.028,Small,Tier 2,Supermarket Type1,11
15.2,Non-Edible,0.058827583,Household,110.4912,Small,Tier 1,Grocery Store,28
12.3,Low Fat,0.06912336,Soft Drinks,106.0938,Medium,Tier 3,Supermarket Type3,28
12.5,Low Fat,0.020680499,Breads,197.2742,High,Tier 3,Supermarket Type1,26
7.27,Non-Edible,0.046631836,Health and Hygiene,98.4384,Medium,Tier 1,Supermarket Type1,14
8.02,Low Fat,0.111419588,Snack Foods,154.3998,Small,Tier 2,Supermarket Type1,9
11.5,Regular,0.073541072,Frozen Foods,192.282,Small,Tier 1,Grocery Store,28
8.68,Low Fat,0.008828341,Frozen Foods,99.9384,High,Tier 3,Supermarket Type1,26
10.195,Regular,0.145867347,Dairy,194.0794,Small,Tier 1,Supermarket Type1,16
6.095,Non-Edible,0.081361288,Others,141.9154,Small,Tier 2,Supermarket Type1,11
16.0,Regular,0.099832728,Frozen Foods,87.4856,Small,Tier 2,Supermarket Type1,6
17.25,Regular,0.047037323,Snack Foods,96.4068,Medium,Tier 3,Supermarket Type3,28
13.1,Non-Edible,0.012089479,Others,189.853,High,Tier 3,Supermarket Type1,26
19.75,Low Fat,0.033942546,Snack Foods,213.5902,Medium,Tier 1,Supermarket Type1,14
11.5,Regular,0.037563325,Snack Foods,109.5254,Small,Tier 2,Supermarket Type1,9
18.2,Low Fat,0.049520593,Fruits and Vegetables,147.3734,Medium,Tier 3,Supermarket Type2,4
20.75,Regular,0.105994654,Breakfast,150.5682,Small,Tier 3,Grocery Store,15
7.365,Low Fat,0.159937597,Snack Foods,93.912,Small,Tier 2,Supermarket Type1,9
7.22,Regular,0.038477325,Baking Goods,62.951,Medium,Tier 3,Supermarket Type2,4
19.2,Low Fat,0.058893461,Snack Foods,178.9318,Small,Tier 3,Grocery Store,15
9.0,Low Fat,0.079794329,Canned,80.1644,Small,Tier 2,Supermarket Type1,6
11.8,Low Fat,0.054460571,Hard Drinks,77.0012,Small,Tier 2,Supermarket Type1,6
18.0,Low Fat,0.008539208,Baking Goods,81.2618,Small,Tier 2,Supermarket Type1,9
10.85,Low Fat,0.163160327,Snack Foods,107.4622,Small,Tier 2,Supermarket Type1,6
19.1,Low Fat,0.03856376,Fruits and Vegetables,209.2586,Small,Tier 1,Supermarket Type1,16
20.1,Regular,0.095587976,Fruits and Vegetables,193.982,Small,Tier 1,Grocery Store,28
11.15,Regular,0.00827301,Dairy,150.4708,High,Tier 3,Supermarket Type1,26
17.7,Regular,0.016609546500000003,Fruits and Vegetables,46.8034,Small,Tier 2,Supermarket Type1,6
10.6,Low Fat,0.011087128,Breads,41.4454,Small,Tier 2,Supermarket Type1,9
14.7,Low Fat,0.072707309,Fruits and Vegetables,49.5034,Small,Tier 2,Supermarket Type1,6
8.85,Non-Edible,0.016052446,Household,106.7964,Small,Tier 2,Supermarket Type1,11
19.6,Non-Edible,0.02394662,Household,106.9964,Small,Tier 2,Supermarket Type1,9
10.0,Low Fat,0.025879577,Canned,265.2226,Small,Tier 2,Supermarket Type1,11
8.42,Non-Edible,0.123557061,Household,216.6192,Small,Tier 1,Grocery Store,28
7.81,Low Fat,0.112906337,Soft Drinks,243.5486,Small,Tier 3,Grocery Store,15
5.614999999999999,Non-Edible,0.125964559,Health and Hygiene,123.473,Small,Tier 1,Grocery Store,28
10.395,Regular,0.03670437,Meat,228.1352,Medium,Tier 3,Supermarket Type3,28
20.25,Regular,0.076097073,Dairy,193.5794,High,Tier 3,Supermarket Type1,26
13.3,Low Fat,0.009534758,Snack Foods,64.551,Medium,Tier 3,Supermarket Type3,28
8.895,Regular,0.141975462,Snack Foods,49.6008,Small,Tier 1,Grocery Store,28
7.5,Non-Edible,0.036439878,Health and Hygiene,175.3028,Small,Tier 2,Supermarket Type1,6
16.5,Regular,0.079875237,Fruits and Vegetables,102.7332,Small,Tier 2,Supermarket Type1,11
19.2,Regular,0.085296625,Canned,154.6314,Medium,Tier 3,Supermarket Type3,28
8.97,Non-Edible,0.092997032,Household,55.2956,Small,Tier 2,Supermarket Type1,9
12.0,Regular,0.020312314,Meat,98.1042,Medium,Tier 3,Supermarket Type3,28
9.895,Low Fat,0.167831064,Soft Drinks,237.4564,Small,Tier 1,Supermarket Type1,16
8.21,Low Fat,0.045016894,Dairy,87.6198,Small,Tier 2,Supermarket Type1,11
5.15,Regular,0.10239789,Meat,122.1388,Small,Tier 3,Grocery Store,15
20.35,Regular,0.031102571,Dairy,257.2672,Small,Tier 2,Supermarket Type1,6
9.6,Low Fat,0.096842096,Soft Drinks,166.1158,Small,Tier 2,Supermarket Type1,6
10.65,Low Fat,0.024107056,Fruits and Vegetables,56.6272,Small,Tier 2,Supermarket Type1,6
7.17,Regular,0.05997133,Fruits and Vegetables,132.1968,Medium,Tier 3,Supermarket Type2,4
10.8,Low Fat,0.144534212,Dairy,190.6504,Small,Tier 1,Grocery Store,28
5.26,Regular,0.041857101,Baking Goods,165.5868,Medium,Tier 3,Supermarket Type3,28
16.2,Low Fat,0.074019393,Frozen Foods,41.7454,Small,Tier 3,Grocery Store,15
18.85,Low Fat,0.042641788,Canned,257.833,Small,Tier 2,Supermarket Type1,9
12.6,Low Fat,0.087380432,Fruits and Vegetables,109.7228,High,Tier 3,Supermarket Type1,26
13.65,Low Fat,0.04917754,Fruits and Vegetables,151.805,High,Tier 3,Supermarket Type1,26
11.0,Regular,0.088025298,Frozen Foods,158.063,Small,Tier 2,Supermarket Type1,11
11.6,Low Fat,0.038597077,Dairy,57.9272,Small,Tier 2,Supermarket Type1,11
11.1,Low Fat,0.135692831,Snack Foods,220.0482,Medium,Tier 3,Supermarket Type2,4
20.5,Non-Edible,0.143283608,Household,37.919,Small,Tier 1,Supermarket Type1,16
16.1,Low Fat,0.099747488,Fruits and Vegetables,75.2328,Medium,Tier 3,Supermarket Type3,28
12.85,Low Fat,0.173324207,Frozen Foods,39.9164,Small,Tier 1,Grocery Store,28
12.3,Low Fat,0.069446588,Soft Drinks,106.3938,Small,Tier 2,Supermarket Type1,9
20.5,Non-Edible,0.032954044,Household,39.3822,Small,Tier 2,Supermarket Type1,6
12.0,Low Fat,0.033974436,Canned,181.8976,Small,Tier 1,Supermarket Type1,16
7.35,Regular,0.014353174,Fruits and Vegetables,242.6512,High,Tier 3,Supermarket Type1,26
7.935,Non-Edible,0.055566935,Household,263.591,Small,Tier 1,Grocery Store,28
5.175,Regular,0.029555773,Snack Foods,105.9622,Small,Tier 2,Supermarket Type1,11
19.1,Low Fat,0.045400017,Dairy,38.8138,Small,Tier 2,Supermarket Type1,11
6.985,Regular,0.137926458,Meat,184.7608,Medium,Tier 3,Supermarket Type2,4
5.035,Regular,0.080072603,Breads,228.2036,Small,Tier 2,Supermarket Type1,11
5.82,Regular,0.076944658,Fruits and Vegetables,257.133,Medium,Tier 3,Supermarket Type3,28
10.65,Low Fat,0.024020078,Fruits and Vegetables,57.2272,Small,Tier 2,Supermarket Type1,11
8.395,Low Fat,0.039300964,Snack Foods,99.5042,Medium,Tier 3,Supermarket Type3,28
8.26,Low Fat,0.060237465,Hard Drinks,115.9834,Small,Tier 1,Grocery Store,28
16.25,Low Fat,0.025789175,Fruits and Vegetables,166.9474,Small,Tier 2,Supermarket Type1,11
20.2,Regular,0.059894378,Fruits and Vegetables,129.0678,Small,Tier 2,Supermarket Type1,6
18.25,Low Fat,0.077882226,Snack Foods,258.0962,Small,Tier 2,Supermarket Type1,11
12.35,Non-Edible,0.164274416,Household,119.8124,Small,Tier 2,Supermarket Type1,11
19.7,Regular,0.141360118,Baking Goods,197.311,Small,Tier 1,Grocery Store,28
8.775,Low Fat,0.021647195,Fruits and Vegetables,109.5228,Small,Tier 2,Supermarket Type1,11
6.44,Low Fat,0.078831762,Breads,98.97,Medium,Tier 3,Supermarket Type3,28
11.1,Low Fat,0.010658153,Canned,83.0908,Medium,Tier 1,Supermarket Type1,14
16.35,Non-Edible,0.013387211,Others,105.628,Medium,Tier 1,Supermarket Type1,14
13.35,Low Fat,0.064636203,Baking Goods,90.0804,Medium,Tier 3,Supermarket Type3,28
12.1,Low Fat,0.036012919,Snack Foods,148.0734,Small,Tier 1,Grocery Store,28
19.2,Regular,0.142189843,Canned,153.8314,Small,Tier 3,Grocery Store,15
17.35,Low Fat,0.014691784,Frozen Foods,74.1038,Small,Tier 1,Supermarket Type1,16
18.25,Regular,0.171174491,Dairy,156.463,Small,Tier 2,Supermarket Type1,11
7.17,Regular,0.059820884,Fruits and Vegetables,130.3968,Medium,Tier 1,Supermarket Type1,14
20.7,Regular,0.079281476,Baking Goods,100.1042,Small,Tier 2,Supermarket Type1,9
19.25,Low Fat,0.170348551,Dairy,55.7956,Small,Tier 3,Grocery Store,15
16.2,Low Fat,0.033929133,Soft Drinks,154.3972,Small,Tier 1,Grocery Store,28
7.81,Low Fat,0.067592098,Soft Drinks,246.0486,Small,Tier 2,Supermarket Type1,11
8.27,Regular,0.089479661,Snack Foods,148.6708,High,Tier 3,Supermarket Type1,26
7.97,Low Fat,0.021579162,Seafood,105.9596,Small,Tier 2,Supermarket Type1,11
14.0,Low Fat,0.050371508,Fruits and Vegetables,214.7192,Small,Tier 3,Grocery Store,15
9.21,Low Fat,0.008757492,Fruits and Vegetables,120.8414,High,Tier 3,Supermarket Type1,26
17.35,Non-Edible,0.020676141,Others,80.6618,Small,Tier 2,Supermarket Type1,6
8.63,Low Fat,0.054443762,Snack Foods,184.6582,Small,Tier 1,Grocery Store,28
8.35,Regular,0.126869718,Frozen Foods,74.4354,Small,Tier 1,Supermarket Type1,16
11.395000000000001,Non-Edible,0.021649904,Health and Hygiene,152.0708,Medium,Tier 3,Supermarket Type3,28
14.1,Low Fat,0.089859642,Canned,140.2496,Small,Tier 2,Supermarket Type1,11
8.975,Regular,0.01516265,Canned,101.899,Small,Tier 3,Grocery Store,15
6.65,Low Fat,0.053506996,Canned,150.0734,Medium,Tier 3,Supermarket Type2,4
8.775,Low Fat,0.037824735,Fruits and Vegetables,109.7228,Small,Tier 1,Grocery Store,28
6.44,Low Fat,0.1057110225,Breads,98.27,Small,Tier 1,Supermarket Type1,16
11.85,Low Fat,0.132560174,Dairy,97.2726,High,Tier 3,Supermarket Type1,26
12.8,Regular,0.023417004,Meat,223.8404,Medium,Tier 3,Supermarket Type3,28
20.2,Non-Edible,0.110356797,Household,62.051,Small,Tier 3,Grocery Store,15
